lluvia_mm,temp_max,temp_min,humedad,ph_suelo,Recomendacion
0.1008856372737774,0.0663507109004739,0.3649517684887458,0.7310964083175806,0.6327212020033388,1
0.1262995764343473,0.1421800947867297,0.3376205787781348,0.7613421550094515,0.687813021702838,3
0.052368117058144,0.330568720379147,0.6157556270096463,0.7225897920604911,0.5208681135225375,3
0.0257989988448209,0.0402843601895734,0.1961414790996787,0.665879017013232,0.6310517529215358,1
0.0739314593762033,0.0130331753554502,0.3938906752411573,0.6446124763705097,0.8363939899833055,1
0.0966499807470157,0.0533175355450237,0.4517684887459807,0.6077504725897924,0.4808013355592654,2
0.0608394301116673,0.1018957345971562,0.3520900321543407,0.7192816635160684,0.0016694490818029,2
0.0962649210627647,0.2393364928909953,0.0755627009646302,0.5368620037807181,0.9482470784641068,1
0.0165575664227955,0.151658767772512,0.6012861736334403,0.5018903591682418,0.4808013355592654,2
0.0623796688486715,0.1907582938388623,0.5916398713826363,0.6134215500945173,0.2404006677796327,2
0.1182133230650751,0.1042654028436018,0.2395498392282957,0.6507561436672971,0.9198664440734556,3
0.0046207162110127,0.183649289099526,0.3713826366559487,0.4862948960302455,0.1853088480801336,2
0.0100115517905275,0.4585308056872037,0.4340836012861733,0.4163516068052928,0.4707846410684474,1
0.0,0.3317535545023697,0.4131832797427652,0.3279773156899814,0.1202003338898163,2
0.0053908355795148,0.3732227488151656,0.4083601286173632,0.3497164461247637,0.1385642737896494,2
0.0542934154793993,0.1706161137440762,0.3633440514469452,0.5954631379962194,0.1419031719532554,2
0.0766268771659607,0.1872037914691944,0.1221864951768487,0.4792060491493379,0.9632721202003338,1
0.000385059684251,0.3530805687203791,0.4067524115755623,0.5973534971644607,0.7262103505843072,1
0.0816326530612245,0.1030805687203795,0.3070739549839227,0.7783553875236295,0.330550918196995,2
0.1624951867539469,0.0770142180094786,0.4019292604501607,0.8067107750472591,0.7512520868113521,1
0.0858683095879861,0.0651658767772511,0.2636655948553053,0.6947069943289224,0.030050083472454,2
0.1405467847516365,0.1421800947867297,0.3295819935691317,0.7485822306238186,0.7045075125208682,3
0.0901039661147477,0.1587677725118483,0.4501607717041802,0.7637051039697544,0.4407345575959933,2
0.039661147477859,0.157582938388626,0.3826366559485532,0.6951795841209831,0.6143572621035058,3
0.2606854062379669,0.2393364928909953,0.4019292604501607,0.8719281663516067,0.2854757929883138,2
0.261455525606469,0.1528436018957344,0.3022508038585207,0.844045368620038,0.9582637729549248,3
0.1274547554871005,0.0805687203791469,0.7170418006430863,0.7807183364839316,0.5409015025041737,3
0.0947246823257605,0.0225118483412325,0.0739549839228297,0.7665406427221173,0.0901502504173622,2
0.0731613400077012,0.0296208530805688,0.5836012861736333,0.7438563327032135,0.7879799666110185,1
0.1852137081247593,0.2132701421800948,0.5080385852090032,0.7178638941398869,0.1001669449081802,2
0.1855987678090104,0.1172985781990521,0.4035369774919612,0.7547258979206051,0.1185308848080134,2
0.1628802464381979,0.0,0.4774919614147912,0.7637051039697544,0.2520868113522536,2
0.03273007316134,0.1244075829383888,0.4260450160771702,0.7027410207939502,0.4707846410684474,2
0.0889487870619946,0.074644549763033,0.3954983922829582,0.7613421550094515,0.2120200333889816,2
0.2129380053908356,0.0829383886255925,0.6045016077170418,0.8199432892249527,0.9148580968280468,3
0.0839430111667308,0.2381516587677725,0.4967845659163987,0.7292060491493384,0.1302170283806344,2
0.1644204851752021,0.157582938388626,0.4453376205787778,0.7641776937618143,0.1502504173622705,2
0.4555256064690027,0.0734597156398106,0.6045016077170418,0.955576559546314,0.7996661101836393,1
0.0273392375818251,0.3092417061611372,0.5160771704180063,0.6483931947069941,0.1435726210350584,2
0.1694262610704659,0.1883886255924172,0.6688102893890673,0.8350661625708877,0.3923205342237063,2
0.1251443973815941,0.1066350710900474,0.2684887459807072,0.8114366729678633,0.9916527545909848,3
0.0531382364266461,0.1445497630331753,0.5273311897106108,0.6899810964083173,0.664440734557596,3
0.0997304582210242,0.0556872037914693,0.4485530546623792,0.7977315689981097,0.1101836393989983,2
0.0412013862148633,0.2902843601895735,0.6446945337620578,0.7703213610586008,0.651085141903172,3
0.1270696958028494,0.1125592417061609,0.4437299035369773,0.7452741020793949,0.4991652754590985,3
0.1143627262225645,0.1457345971563981,0.3488745980707393,0.6460302457466911,0.1919866444073455,2
0.0026954177897574,0.6244075829383884,0.4726688102893888,0.4867674858223063,0.2370617696160266,1
0.0381209087408548,0.4040284360189572,0.2524115755627008,0.5737240075614363,0.8363939899833055,1
0.0150173276857913,0.1741706161137441,0.3022508038585207,0.456521739130435,0.5058430717863105,1
0.0142472083172891,0.3708530805687204,0.0,0.3270321361058599,0.953255425709516,1
0.0435117443203696,0.3139810426540284,0.5225080385852088,0.6394139886578447,0.5242070116861437,1
0.0315748941085868,0.5592417061611372,0.5466237942122187,0.4981096408317578,0.6076794657762938,1
0.0227185213708124,0.4348341232227488,0.4565916398713827,0.3549149338374291,0.7629382303839733,1
0.03273007316134,0.4040284360189572,0.4372990353697747,0.3690926275992434,0.2904841402337228,2
0.0508278783211397,0.3376777251184837,0.3906752411575562,0.4962192816635156,0.2370617696160266,2
0.0373507893723527,0.6990521327014219,0.3376205787781348,0.3279773156899814,0.342237061769616,1
0.0073161340007701,0.6007109004739335,0.4453376205787778,0.1696597353497164,0.2988313856427379,1
0.0103966114747785,0.5390995260663507,0.4501607717041802,0.2637051039697544,0.3355592654424039,1
0.0146322680015402,0.5533175355450237,0.3006430868167202,0.2263705103969755,0.2721202003338897,1
0.0577589526376588,0.3992890995260665,0.2411575562700962,0.4659735349716447,0.0116861435726211,2
0.0500577589526376,0.3637440758293842,0.5160771704180063,0.5033081285444232,0.7979966611018363,1
0.0111667308432807,0.7796208530805688,0.5932475884244373,0.3501890359168245,0.9766277128547578,1
0.1678860223334617,0.0699052132701423,0.3954983922829582,0.7325141776937611,0.3622704507512521,2
0.1120523681170581,0.0035545023696683,0.4340836012861733,0.7438563327032135,0.1636060100166945,2
0.0820177127454755,0.1113744075829386,0.4581993569131832,0.5845935727788278,0.2020033388981635,2
0.052368117058144,0.2073459715639809,0.4999999999999998,0.5954631379962194,0.657762938230384,1
0.0777820562187139,0.2701421800947869,0.4421221864951767,0.6587901701323249,0.4357262103505843,2
0.085098190219484,0.4431279620853079,0.3745980707395497,0.5987712665406422,0.6911519198664442,1
0.1609549480169426,0.3092417061611372,0.2861736334405143,0.7178638941398869,0.5525876460767947,3
0.0935695032730073,0.1611374407582939,0.4324758842443728,0.6895085066162565,0.696160267111853,3
0.0050057758952637,0.2962085308056874,0.3697749196141477,0.5018903591682418,0.0701168614357262,2
0.0777820562187139,0.1350710900473934,0.2717041800643087,0.6918714555765595,0.9115191986644408,3
0.1478629187524066,0.1101895734597158,0.3842443729903537,0.6885633270321359,0.5626043405676127,3
0.0877936080092414,0.3696682464454977,0.5257234726688103,0.6654064272211722,0.696160267111853,3
0.1671159029649596,0.1848341232227488,0.5225080385852088,0.7225897920604911,0.0751252086811352,2
0.052368117058144,0.0971563981042655,0.3215434083601287,0.6356332703213603,0.7161936560934892,1
0.0835579514824798,0.3364928909952605,0.4710610932475882,0.5827032136105865,0.5592654424040067,1
0.0693107431651906,0.3234597156398107,0.3585209003215432,0.6266540642722118,0.5692821368948247,1
0.1470927993839045,0.1812796208530809,0.5128617363344048,0.7585066162570886,0.6043405676126878,3
0.1594147092799384,0.3755924170616116,0.5498392282958198,0.7065217391304346,0.3372287145242071,2
0.0573738929534077,0.3175355450236967,0.4726688102893888,0.6573724007561434,0.8397328881469113,3
0.1282248748556026,0.028436018957346,0.4276527331189708,0.7542533081285443,0.7512520868113521,1
0.0577589526376588,0.6327014218009479,0.4774919614147912,0.3468809073724004,0.642737896494157,1
0.0974201001155179,0.2606635071090046,0.3279742765273312,0.7433837429111527,0.5826377295492489,3
0.0581440123219099,0.2476303317535544,0.5610932475884243,0.6890359168241966,0.996661101836394,3
0.0627647285329226,0.1872037914691944,0.0996784565916397,0.5080340264650278,0.7729549248747913,1
0.1193685021178282,0.2559241706161139,0.2588424437299033,0.7008506616257089,0.5943238731218699,3
0.1551790527531767,0.4063981042654028,0.3231511254019292,0.6687145557655949,0.9232053422370616,3
0.06546014632268,0.4751184834123223,0.1189710610932477,0.5808128544423443,0.1836393989983306,1
0.0512129380053908,0.3992890995260665,0.2845659163987137,0.4371455576559544,0.682804674457429,1
0.0350404312668463,0.8779620853080567,0.5273311897106108,0.2741020793950852,0.687813021702838,1
0.0223334616865614,0.6824644549763037,0.3456591639871382,0.2849716446124759,0.3906510851419031,1
0.0184828648440508,0.6872037914691944,0.3794212218649517,0.2292060491493384,0.69449081803005,1
0.0211782826338082,0.5971563981042651,0.0916398713826367,0.2523629489603025,0.971619365609349,1
0.0254139391605698,0.911137440758294,0.0257234726688102,0.2972589792060489,0.8797996661101835,1
0.0277242972660762,0.5758293838862558,0.4356913183279742,0.2840264650283552,0.0100166944908179,1
0.0123219098960338,0.5912322274881516,0.2234726688102892,0.1247637051039696,0.7779632721202003,1
0.0319599537928378,0.6433649289099526,0.0916398713826367,0.2887523629489608,0.7813021702838063,1
0.0057758952637658,0.6504739336492888,0.3569131832797427,0.1918714555765595,0.953255425709516,1
0.0150173276857913,0.7831753554502368,0.3006430868167202,0.1153119092627603,0.383973288814691,1
0.0284944166345783,0.6907582938388628,0.0418006430868167,0.2008506616257088,0.3439065108514191,1
0.0057758952637658,0.661137440758294,0.2379421221864952,0.0,0.981636060100167,1
0.0250288794763188,0.7085308056872037,0.2411575562700962,0.1342155009451797,0.7145242070116862,1
0.006546014632268,0.8317535545023698,0.2588424437299033,0.154536862003781,0.4040066777963271,1
0.0177127454755487,0.6528436018957349,0.3553054662379422,0.1606805293005671,0.629382303839733,1
0.0053908355795148,0.9419431279620852,0.6270096463022508,0.1138941398865789,0.7813021702838063,1
0.0519830573738929,0.2985781990521325,0.2781350482315112,0.5609640831758034,0.4707846410684474,2
0.0288794763188294,0.3921800947867297,0.4855305466237942,0.5425330812854439,0.0066777963272119,2
0.0477474008471313,0.7251184834123223,0.2524115755627008,0.3506616257088844,0.2404006677796327,1
0.0673854447439353,0.4668246445497632,0.4999999999999998,0.4692816635160679,0.8330550918196995,1
0.0531382364266461,0.7677725118483414,0.3874598070739548,0.3733459357277882,0.1435726210350584,1
0.1386214863303812,0.3495260663507107,0.7122186495176852,0.5850661625708886,0.9482470784641068,1
0.0619946091644204,0.3649289099526069,0.4581993569131832,0.5708884688090743,0.2003338898163605,2
0.1840585290720061,0.2677725118483414,0.4115755627009647,0.6431947069943291,0.1318864774624374,2
0.0727762803234501,0.5165876777251186,0.5530546623794212,0.4248582230623818,0.377295492487479,1
0.0431266846361186,0.2476303317535544,0.4131832797427652,0.5028355387523624,0.8113522537562605,1
0.2075471698113207,0.3376777251184837,0.3215434083601287,0.628544423440454,0.5926544240400666,1
0.1105121293800539,0.6078199052132702,0.4485530546623792,0.5009451795841211,0.96661101836394,1
0.0142472083172891,0.4940758293838865,0.2861736334405143,0.4683364839319472,0.1886477462437394,1
0.0939545629572583,0.4265402843601897,0.2813504823151123,0.5387523629489603,0.330550918196995,2
0.1463226800154023,0.683649289099526,0.4790996784565917,0.5236294896030249,0.954924874791319,1
0.0438968040046207,0.4502369668246446,0.4533762057877812,0.3568052930056713,0.4173622704507512,1
